"","","Channel","Watch time (mins)","Stream time (mins)","Peak viewers","Average viewers","Followers","Followers gained","Partnered","Mature","Language",""
"88","https://static-cdn.jtvnw.net/jtv_user_pictures/3da351cf-ee61-4f60-a15b-b155b953391e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ESL_CSGOd","34419465","3630","59458","9481","64907","41103","true","false","English","ESL_CSGOd"
"89","https://static-cdn.jtvnw.net/jtv_user_pictures/55cf2c9f-8a7b-4db7-8fe7-1598f4fdc7bd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","SAFADASSO","6398445","6270","17275","1020","126814","40990","true","false","Portuguese","SAFADASSO"
"90","https://static-cdn.jtvnw.net/jtv_user_pictures/98380150-44b1-4bab-ba47-df201f7adb73-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","motus39","16020","5715","55","2","41076","40923","false","false","Russian","motus39"
"91","https://static-cdn.jtvnw.net/jtv_user_pictures/2136381d-7d5f-4cc3-b0e8-f110b52acdf3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Ferretoje","9565380","10065","3389","950","165313","40897","true","false","Spanish","Ferretoje"
"92","https://static-cdn.jtvnw.net/jtv_user_pictures/53769326-a760-45d6-905b-65f029d8072a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Snopey_","2517390","6090","1120","413","130298","40474","false","false","Portuguese","Snopey_"
"93","https://static-cdn.jtvnw.net/jtv_user_pictures/95d00b2e-edd7-45dc-beaf-6d88d50546dd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LOLITOFDEZ","21035685","5400","8651","3895","2894745","40442","true","false","Spanish","LOLITOFDEZ"
"94","https://static-cdn.jtvnw.net/jtv_user_pictures/d67c2800-3702-4d05-a44b-98a6ac645027-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","SidneyEweka","77873985","11835","19763","6579","718141","40369","true","false","German","SidneyEweka"
"95","https://static-cdn.jtvnw.net/jtv_user_pictures/0020626c-586e-4863-9124-8561fa7ffc33-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","aXoZer","23772765","8805","14513","2699","2575894","39641","true","false","Spanish","aXoZer"
"96","https://static-cdn.jtvnw.net/jtv_user_pictures/dc795d61-ae92-4ca4-a900-bb9dfac929e2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","IJenz","45341910","33030","2445","1372","619352","39526","true","false","Spanish","IJenz"
"97","https://static-cdn.jtvnw.net/jtv_user_pictures/96d66837-22f0-4393-89c5-2e5c2408485b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","buster","73891065","3225","61736","22911","3234297","39415","true","false","Russian","buster"
"98","https://static-cdn.jtvnw.net/jtv_user_pictures/955dbf5e-572a-4c55-9c42-e53dc3d76351-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","shxtou","39105690","4575","27494","8547","852448","38848","true","false","English","shxtou"
"99","https://static-cdn.jtvnw.net/jtv_user_pictures/098484ff-58f9-4457-9a45-8a45f2705635-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","poderosobagual","10207365","13500","24291","756","52133","37915","false","false","Portuguese","poderosobagual"
"100","https://static-cdn.jtvnw.net/jtv_user_pictures/0ab1521b-fedb-4572-81ec-a38fa0ab3742-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LaSapaaaaa","12633630","5715","8507","2210","233035","37865","true","false","Spanish","LaSapaaaaa"
